,0,1,2,3
185,8,8,8,8
186,6,6,6,6
187,3,3,6,3
188,3,6,3,3
189,8,8,8,8
190,5,4,5,5
191,8,6,8,3
192,0,6,7,7
193,1,7,1,1
194,4,6,6,4
195,2,6,4,4
196,8,8,8,8
197,8,4,9,2
198,7,7,7,7
199,8,1,8,8
200,3,3,5,5
201,0,8,8,8
202,8,8,8,8
203,7,7,7,7
204,1,1,1,1
205,3,6,3,3
206,0,8,8,8
207,4,4,5,4
208,7,7,7,7
209,9,8,8,9
210,7,5,6,7
211,0,1,9,4
212,5,5,5,5
213,7,4,7,7
214,8,8,1,8
215,0,7,3,2
216,7,4,4,7
217,9,9,9,9
218,1,9,9,1
219,2,7,4,2
220,7,7,7,7
221,3,5,5,3
222,9,9,9,9
223,4,7,5,5
224,5,3,5,5
225,9,9,9,9
226,2,3,5,2
227,4,2,2,4
228,3,5,7,3
229,5,5,6,5
230,5,7,5,5
231,1,9,9,1
232,5,7,5,5
233,8,1,8,1
234,8,8,8,8
235,0,2,8,2
236,4,4,4,4
237,9,8,9,9
238,5,5,5,9
239,5,2,5,5
240,1,1,1,1
241,1,1,9,1
242,8,9,8,8
243,9,7,9,9
244,0,2,2,2
245,8,8,8,8
246,1,9,9,1
247,8,8,8,8
248,2,4,7,2
249,2,1,4,2
250,7,7,7,7
251,3,5,5,3
252,9,9,9,9
253,9,9,9,9
254,6,6,6,6
255,9,9,7,8
256,3,6,6,3
257,0,8,8,8
258,8,8,8,8
259,1,3,9,1
260,8,5,5,8
261,1,9,1,1
262,3,6,6,5
263,3,3,5,3
264,1,8,1,1
265,8,8,8,8
266,2,5,7,2
267,4,4,4,4
268,7,7,7,7
269,0,5,3,2
270,2,7,4,2
271,3,3,3,3
272,6,6,6,6
273,3,2,5,3
274,9,8,8,8
275,2,3,5,2
276,0,4,9,4
277,2,4,5,2
278,4,6,6,4
279,3,7,5,3
280,9,9,9,9
281,0,6,4,1
282,6,6,6,6
283,1,1,1,1
284,9,8,9,9
285,9,9,9,9
286,1,8,1,8
287,8,8,8,8
288,7,7,7,7
289,9,9,9,9
290,1,1,1,1
291,2,4,4,2
292,6,6,6,6
293,1,9,9,9
294,3,5,5,3
295,4,4,2,2
296,6,6,6,6
297,0,8,8,8
298,0,8,2,4
299,6,6,6,6
300,6,6,6,6
301,6,6,6,6
302,2,2,5,2
303,2,7,7,2
304,6,6,6,6
305,8,8,8,8
306,9,9,9,9
307,2,2,2,2
308,1,1,1,1
309,2,4,5,2
310,8,8,8,8
311,6,6,6,6
312,0,8,8,4
313,0,2,2,3
314,7,3,5,4
315,0,5,5,5
316,7,7,7,7
317,7,7,7,7
318,5,5,5,5
319,5,5,5,5
320,3,5,3,3
321,3,5,3,3
322,2,2,2,2
323,3,6,6,3
324,7,5,7,7
325,1,7,5,1
326,7,7,7,7
327,5,5,7,5
328,4,8,4,4
329,6,6,6,6
330,1,8,7,1
331,9,9,9,9
332,4,6,5,4
333,6,6,6,6
334,6,6,6,6
335,9,9,9,9
336,3,6,6,3
337,8,9,8,9
338,0,2,2,2
339,1,7,7,7
340,2,6,6,2
341,6,6,6,6
342,2,2,2,2
343,1,7,7,7
344,0,8,8,8
345,7,5,5,5
346,7,7,7,7
347,6,6,4,6
348,8,8,8,8
349,9,9,9,9
350,9,9,9,9
351,1,1,1,1
352,0,8,8,8
353,2,2,2,2
354,6,4,6,6
355,4,4,7,4
356,2,4,4,2
357,5,5,5,5
358,8,1,8,8
359,0,8,8,8
360,9,9,9,9
361,5,5,5,5
362,8,8,8,8
363,1,8,8,8
364,9,9,9,9
365,4,8,4,4
366,1,4,8,9
367,3,8,5,3
368,0,4,8,2
369,1,9,1,1
370,3,6,9,3
371,7,7,7,7
372,9,9,9,9
373,4,7,7,4
374,2,2,2,2
375,7,7,4,7
376,9,8,8,9
377,4,5,5,4
378,8,8,8,8
379,6,6,6,6
380,6,6,6,6
381,9,9,9,9
382,0,8,8,2
383,9,9,9,9
384,5,5,5,5
385,0,8,8,2
386,7,7,7,7
387,4,4,4,2
388,2,5,5,2
389,5,5,5,5
390,1,9,1,1
391,2,2,2,2
392,6,6,6,6
393,5,7,7,5
394,3,9,9,3
395,6,6,6,6
396,4,4,4,3
397,7,3,3,3
398,0,9,8,9
399,3,3,5,3
400,9,9,9,9
401,8,8,8,8
402,7,7,7,7
403,8,8,8,8
404,8,8,8,8
405,6,6,4,6
406,0,2,8,2
407,1,8,8,1
408,8,8,8,8
409,2,2,5,5
410,7,9,7,7
411,0,9,9,9
412,7,7,7,7
413,6,6,6,6
414,1,9,1,1
415,9,9,9,9
416,0,5,5,3
417,7,7,7,7
418,3,2,5,7
419,7,7,7,7
420,4,6,4,4
421,5,5,5,5
422,0,8,8,8
423,0,6,5,5
424,2,4,4,2
425,9,9,9,9
426,5,5,5,3
427,3,3,3,3
428,6,8,6,6
429,6,6,6,6
430,3,4,5,3
431,5,6,5,5
432,3,5,5,3
433,7,3,7,3
434,9,9,9,9
435,7,7,4,7
436,2,9,9,2
437,2,5,5,2
438,3,7,5,3
439,9,6,9,9
440,1,1,1,1
441,4,4,4,7
442,9,9,9,9
443,9,9,8,9
444,5,5,5,5
445,7,4,7,7
446,5,5,5,5
447,0,2,2,2
448,2,7,2,2
449,2,2,2,2
450,2,6,6,2
451,9,9,8,9
452,7,7,7,7
453,3,5,3,3
454,9,9,9,9
455,4,4,4,4
456,4,6,6,6
457,5,6,5,5
458,3,6,4,3
459,8,9,9,8
460,5,5,5,5
461,6,6,6,6
462,1,1,6,1
463,5,4,5,2
464,4,3,4,4
465,4,6,4,4
466,7,7,7,7
467,3,5,5,3
468,7,7,5,7
469,8,1,8,8
470,3,3,3,3
471,7,7,7,7
472,8,8,8,8
473,0,6,4,4
474,3,3,3,5
475,7,7,7,7
476,6,6,6,6
477,8,8,8,8
478,5,5,5,5
479,4,5,3,4
480,8,8,8,8
481,6,6,6,6
482,8,8,8,8
483,9,4,9,9
484,5,5,5,5
485,9,9,9,9
486,9,9,9,9
487,9,9,9,9
488,4,4,5,5
489,0,2,8,8
490,1,8,1,1
491,0,9,7,4
492,8,8,8,8
493,1,1,1,1
494,1,8,8,1
495,8,8,8,8
496,0,8,6,2
497,2,2,5,2
498,2,4,2,2
499,0,2,2,2
500,6,4,4,6
501,6,6,6,6
502,5,5,5,5
503,4,7,4,4
504,1,9,1,1
505,4,4,4,4
506,7,7,7,7
507,9,9,9,9
508,9,9,5,9
509,4,4,4,4
510,5,2,5,5
511,6,6,6,6
512,6,6,6,6
513,9,1,9,9
514,5,5,5,5
515,3,9,5,1
516,8,8,8,8
517,9,9,9,9
518,7,9,3,7
519,8,8,8,8
520,5,7,5,5
521,7,7,7,7
522,0,8,8,8
523,7,7,7,7
524,1,9,9,1
525,6,6,6,6
526,0,7,6,7
527,0,2,8,2
528,4,3,8,4
529,6,6,6,6
530,9,8,8,9
531,0,8,5,8
532,9,9,1,9
533,5,5,5,5
534,6,6,6,6
535,6,6,6,6
536,6,6,6,6
537,6,6,6,6
538,9,8,9,9
539,0,9,9,9
540,1,1,1,1
541,7,7,7,7
542,6,6,6,6
543,7,5,7,7
544,5,5,5,5
545,9,9,9,9
546,1,1,1,1
547,6,6,6,6
548,2,6,2,2
549,5,5,5,5
550,5,5,5,2
551,3,5,5,5
552,8,8,8,8
553,5,7,5,5
554,9,9,9,9
555,8,8,8,8
556,6,6,6,6
557,4,4,4,4
558,3,3,3,3
559,2,2,2,2
560,0,8,8,2
561,7,7,7,7
562,3,6,6,6
563,3,6,4,3
564,4,4,4,4
565,5,5,5,5
566,9,9,9,9
567,7,4,5,4
568,9,8,8,9
569,0,6,4,2
570,6,6,6,6
571,7,7,7,7
572,1,1,8,1
573,3,3,5,3
574,6,6,6,6
575,6,6,6,6
576,8,8,8,8
577,8,8,8,8
578,7,7,7,7
579,2,3,3,2
580,4,4,4,4
581,0,3,3,9
582,8,8,8,8
583,7,2,7,5
584,0,8,8,8
585,9,1,8,9
586,3,3,5,5
587,4,7,4,4
588,8,8,8,8
589,9,9,9,9
590,6,6,6,6
591,1,9,9,9
592,2,4,2,2
593,6,6,6,6
594,1,9,1,9
595,4,4,4,4
596,7,9,7,7
597,5,3,5,3
598,5,5,5,2
599,3,5,3,6
600,8,9,9,8
601,3,5,5,5
602,0,8,8,2
603,2,7,2,2
604,1,9,1,1
605,6,6,6,6
606,3,3,3,3
607,5,5,5,3
608,3,3,5,3
609,9,9,9,9
610,6,6,6,6
611,9,9,9,9
612,8,8,8,8
613,8,8,8,8
614,5,5,5,5
615,8,8,8,8
616,6,6,6,6
617,6,6,6,6
618,3,9,9,3
619,1,9,9,1
620,7,7,7,7
621,7,5,7,7
622,1,1,1,1
623,2,2,2,2
624,7,7,7,7
625,9,9,9,9
626,9,9,9,9
627,4,4,4,4
628,4,7,4,4
629,1,9,5,1
630,0,8,8,8
631,5,5,5,5
632,6,6,6,6
633,8,3,8,3
634,7,7,7,7
635,6,3,6,6
636,8,9,8,8
637,0,3,3,8
638,0,9,9,9
639,3,5,5,3
640,3,5,5,3
641,3,3,4,3
642,0,8,5,1
643,7,7,7,7
644,9,9,9,9
645,1,9,9,9
646,3,5,5,3
647,4,4,4,7
648,4,4,4,4
649,5,7,5,5
650,3,3,5,3
651,9,9,9,9
652,3,5,5,3
653,6,6,6,6
654,9,3,9,9
655,4,2,4,4
656,1,9,1,1
657,1,9,1,1
658,4,4,4,4
659,1,1,1,1
660,9,9,9,9
661,4,4,4,4
662,7,7,7,7
663,6,6,6,6
664,3,3,3,3
665,0,8,8,8
666,9,9,9,9
667,0,4,8,9
668,1,9,9,9
669,3,5,5,3
670,6,6,6,6
671,5,5,5,5
672,0,7,7,2
673,3,3,3,3
674,0,7,8,2
675,0,8,8,2
676,4,6,4,4
677,9,9,9,6
678,5,5,5,5
679,3,3,5,3
680,1,9,9,1
681,6,6,6,6
682,5,4,5,5
683,0,8,8,2
684,7,9,9,7
685,2,6,4,2
686,9,9,9,9
687,6,6,6,2
688,3,6,6,3
689,6,9,6,6
690,3,4,2,3
691,2,3,3,2
692,2,4,2,2
693,7,7,7,7
694,8,8,8,8
695,3,4,5,3
696,8,8,8,8
697,2,2,3,2
698,7,7,7,7
699,5,5,5,5
700,0,7,7,7
701,0,2,2,2
702,4,6,6,4
703,8,8,8,8
704,7,7,7,7
705,4,4,4,3
706,2,2,2,2
707,3,5,5,3
708,8,8,8,8
709,8,8,8,8
710,2,5,6,2
711,0,8,8,8
712,8,8,8,8
713,7,7,7,7
714,4,4,4,4
715,3,3,4,3
716,3,3,3,3
717,8,9,8,8
718,4,4,4,4
719,9,9,8,9
720,7,4,9,7
721,8,8,8,8
722,8,8,8,8
723,1,1,1,1
724,8,8,8,8
725,1,8,2,6
726,1,9,1,1
727,5,5,5,2
728,6,6,6,6
729,5,5,5,5
730,4,4,4,4
731,0,6,7,2
732,7,7,7,7
733,9,9,9,9
734,1,8,8,1
735,2,6,2,2
736,9,4,3,9
737,4,4,4,4
738,1,1,1,1
739,7,4,7,3
740,5,5,5,5
741,7,7,7,7
742,0,1,1,2
743,7,7,7,7
744,1,6,9,1
745,7,7,7,7
746,6,6,4,6
747,6,6,6,6
748,2,2,2,2
749,3,3,5,3
750,9,9,9,9
751,0,2,2,2
752,9,3,9,9
753,1,1,1,1
754,2,2,2,2
755,2,4,2,2
756,6,6,6,6
757,8,8,8,8
758,2,8,2,2
759,1,1,1,1
760,7,7,7,7
761,6,5,5,6
762,6,6,6,6
763,0,9,9,7
764,1,9,1,1
765,2,2,2,2
766,8,8,8,8
767,9,9,9,9
768,5,5,5,5
769,8,2,8,8
770,9,1,6,9
771,9,9,9,9
772,6,6,6,6
773,4,5,4,4
774,0,2,2,2
775,4,4,4,4
776,3,2,5,5
777,6,6,6,6
778,0,6,6,6
779,5,6,6,5
780,9,6,9,9
781,1,1,1,1
782,7,7,7,7
783,3,6,6,3
784,7,7,7,7
785,8,8,8,9
786,3,5,3,3
787,9,9,9,9
788,6,4,6,6
789,8,8,8,8
790,0,6,3,6
791,0,2,6,1
792,8,8,5,8
793,6,6,6,5
794,7,7,7,7
795,7,7,7,7
796,4,4,4,4
797,4,4,4,4
798,7,7,6,7
799,4,4,4,4
800,7,7,7,7
801,1,1,1,1
802,4,2,2,4
803,7,7,7,7
804,7,7,7,4
805,4,4,4,4
806,0,8,8,8
807,4,6,4,4
808,7,7,7,7
809,7,7,7,7
810,3,5,5,3
811,5,6,6,3
812,7,7,7,7
813,2,4,4,2
814,0,1,8,1
815,8,8,8,8
816,9,9,9,9
817,6,5,5,6
818,6,4,9,4
819,3,1,2,3
820,2,3,3,2
821,7,7,7,7
822,0,8,8,8
823,8,8,8,8
824,7,7,7,7
825,2,6,5,2
826,7,5,7,7
827,6,6,6,6
828,5,5,5,4
829,3,3,5,3
830,1,8,1,1
831,6,6,6,6
832,2,2,2,2
833,3,5,5,3
834,5,4,5,5
835,4,4,4,4
836,1,9,9,1
837,4,4,2,4
838,9,9,9,9
839,2,2,2,2
840,7,7,7,7
841,8,8,8,8
842,7,7,7,7
843,2,6,6,2
844,1,7,1,2
845,0,8,3,9
846,2,6,6,2
847,0,9,9,9
848,6,6,6,6
849,4,4,4,4
850,5,5,5,5
851,9,9,9,9
852,8,9,9,8
853,1,9,1,1
854,0,2,4,4
855,7,7,7,7
856,7,7,7,7
857,0,2,8,8
858,7,7,7,7
859,8,8,8,8
860,7,4,4,7
861,6,6,6,6
862,6,6,6,6
863,3,3,5,3
864,0,8,8,9
865,1,8,8,1
866,1,5,5,9
867,7,7,7,7
868,0,8,8,7
869,1,9,1,1
870,3,5,6,3
871,1,1,1,1
872,4,4,4,4
873,6,5,2,6
874,3,3,3,3
875,1,9,8,9
876,4,4,4,4
877,5,5,5,5
878,3,8,5,3
879,2,7,7,2
880,8,8,8,8
881,3,5,8,3
882,6,6,6,6
883,0,4,5,8
884,9,9,9,9
885,0,2,4,4
886,0,9,8,9
887,1,9,1,1
888,8,8,8,8
889,4,6,4,4
890,4,4,4,4
891,6,6,6,6
892,7,7,7,7
893,3,5,5,3
894,1,9,1,1
895,1,1,1,1
896,3,3,3,3
897,7,7,7,7
898,7,7,5,7
899,5,4,5,5
900,3,5,5,3
901,6,6,6,6
902,6,6,6,6
903,5,5,5,5
904,8,8,8,8
905,7,7,4,5
906,1,1,8,1
907,6,6,6,6
908,8,8,8,8
909,8,8,8,8
910,7,4,4,7
911,3,3,3,3
912,3,7,3,3
913,4,4,4,4
914,0,8,8,8
915,1,9,9,1
916,4,3,3,4
917,8,8,8,8
918,1,8,8,1
919,0,4,4,1
920,2,3,6,6
921,9,9,9,9
922,9,9,4,9
923,9,9,6,9
924,0,2,7,7
925,5,5,5,5
926,8,8,8,8
927,5,6,6,5
928,2,6,6,2
929,0,8,8,8
930,4,4,4,4
931,2,2,2,2
932,1,9,3,3
933,3,5,5,3
934,7,7,7,7
935,2,3,3,2
936,2,2,7,2
937,5,5,5,5
938,1,1,1,1
939,8,8,8,8
940,9,9,9,9
941,1,1,5,9
942,7,7,7,7
943,4,4,4,4
944,0,8,8,9
945,3,5,5,5
946,0,8,4,4
947,1,6,6,1
948,3,5,5,3
949,8,8,8,8
950,3,5,5,3
951,9,9,9,9
952,6,6,6,6
953,9,9,9,9
954,4,4,4,4
955,7,7,7,7
956,2,5,8,9
957,6,6,6,6
958,7,6,7,7
959,8,8,8,8
960,9,9,9,9
961,1,1,1,1
962,1,9,1,1
963,6,6,6,6
964,6,6,6,6
965,3,5,6,3
966,6,6,6,3
967,9,9,9,9
968,1,9,1,1
969,9,9,9,9
970,9,9,9,9
971,4,4,4,4
972,6,6,4,6
973,1,9,1,1
974,0,7,2,2
975,0,8,8,8
976,3,6,1,3
977,8,8,8,8
978,1,9,1,1
979,9,9,9,9
980,2,6,6,2
981,1,9,9,1
982,5,5,5,5
983,4,4,4,4
984,7,7,7,7
985,8,8,8,8
986,3,5,5,3
987,1,1,1,1
988,2,2,5,2
989,0,2,8,2
990,1,1,1,1
991,5,5,5,5
992,8,8,8,8
993,7,3,3,7
994,6,6,6,6
995,3,5,5,2
996,8,8,8,8
997,1,1,8,1
998,3,3,3,3
999,8,8,8,8
